identifier,compound_name,wyckoff
ABABAH,"(3R*,4S*,5R*)-4-(2-Methylpropyl)-5-(4-methoxyphenyl)-3,4-dimethyl-4,5-dihydro-3H-furan-2-one",A17B24C3_oP352_61_17c_24c_3c:C-H-O
ABABAH,"(3R*,4S*,5R*)-4-(2-Methylpropyl)-5-(4-methoxyphenyl)-3,4-dimethyl-4,5-dihydro-3H-furan-2-one",A17B24C3_oP352_61_17c_24c_3c:C-H-O
ABABAI,2-(3-(4-Methylphenyl)benzo[f]quinolin-2-yl)ethanol,A22B19CD_aP86_2_22i_19i_i_i:C-H-N-O
ABABAI,2-(3-(4-Methylphenyl)benzo[f]quinolin-2-yl)ethanol,A22B19CD_aP86_2_22i_19i_i_i:C-H-N-O
ABABAI,2-(3-(4-Methylphenyl)benzo[f]quinolin-2-yl)ethanol,A22B19CD_aP86_2_22i_19i_i_i:C-H-N-O
ABABAK,"N-heptyl-4-methyl-N-(2-phenylimidazo[1,2-a]pyridin-3-yl)benzene-1-sulfonamide",A27B31C3D2E_aP128_2_27i_31i_3i_2i_i:C-H-N-O-S
ABABAK,"N-heptyl-4-methyl-N-(2-phenylimidazo[1,2-a]pyridin-3-yl)benzene-1-sulfonamide",A27B31C3D2E_aP128_2_27i_31i_3i_2i_i:C-H-N-O-S
ABABAK,"N-heptyl-4-methyl-N-(2-phenylimidazo[1,2-a]pyridin-3-yl)benzene-1-sulfonamide",A27B31C3D2E_aP128_2_27i_31i_3i_2i_i:C-H-N-O-S
ABABAK,"N-heptyl-4-methyl-N-(2-phenylimidazo[1,2-a]pyridin-3-yl)benzene-1-sulfonamide",A27B31C3D2E_aP128_2_27i_31i_3i_2i_i:C-H-N-O-S
ABABAK,"N-heptyl-4-methyl-N-(2-phenylimidazo[1,2-a]pyridin-3-yl)benzene-1-sulfonamide",A27B31C3D2E_aP128_2_27i_31i_3i_2i_i:C-H-N-O-S
ABABAK,"N-heptyl-4-methyl-N-(2-phenylimidazo[1,2-a]pyridin-3-yl)benzene-1-sulfonamide",A27B31C3D2E_aP128_2_27i_31i_3i_2i_i:C-H-N-O-S
ABABAK,"N-heptyl-4-methyl-N-(2-phenylimidazo[1,2-a]pyridin-3-yl)benzene-1-sulfonamide",A27B31C3D2E_aP128_2_27i_31i_3i_2i_i:C-H-N-O-S
ABABAK,"N-heptyl-4-methyl-N-(2-phenylimidazo[1,2-a]pyridin-3-yl)benzene-1-sulfonamide",A27B31C3D2E_aP128_2_27i_31i_3i_2i_i:C-H-N-O-S
ABABEM,"Tetrahydro[1,3,4]thiadiazolo[3,4-a]pyridazine-1,3-dione",A6B8C2D2E_aP76_2_12i_16i_4i_4i_2i:C-H-N-O-S
ABABEM,"Tetrahydro[1,3,4]thiadiazolo[3,4-a]pyridazine-1,3-dione",A6B8C2D2E_aP76_2_12i_16i_4i_4i_2i:C-H-N-O-S
ABABEM,"Tetrahydro[1,3,4]thiadiazolo[3,4-a]pyridazine-1,3-dione",A6B8C2D2E_aP76_2_12i_16i_4i_4i_2i:C-H-N-O-S
ABABEM,"Tetrahydro[1,3,4]thiadiazolo[3,4-a]pyridazine-1,3-dione",A6B8C2D2E_aP76_2_12i_16i_4i_4i_2i:C-H-N-O-S
ABABEM,"Tetrahydro[1,3,4]thiadiazolo[3,4-a]pyridazine-1,3-dione",A6B8C2D2E_aP76_2_12i_16i_4i_4i_2i:C-H-N-O-S
ABABEM,"Tetrahydro[1,3,4]thiadiazolo[3,4-a]pyridazine-1,3-dione",A6B8C2D2E_aP76_2_12i_16i_4i_4i_2i:C-H-N-O-S
ABABEM,"Tetrahydro[1,3,4]thiadiazolo[3,4-a]pyridazine-1,3-dione",A6B8C2D2E_aP76_2_12i_16i_4i_4i_2i:C-H-N-O-S
ABABEM,"Tetrahydro[1,3,4]thiadiazolo[3,4-a]pyridazine-1,3-dione",A6B8C2D2E_aP76_2_12i_16i_4i_4i_2i:C-H-N-O-S
ABABIP,"7,8-Dihydrobenzo(k)phenanthridin-6(5H)-one",A17B13CD_mP128_14_17e_13e_e_e:C-H-N-O
ABABIP,"7,8-Dihydrobenzo(k)phenanthridin-6(5H)-one",A17B13CD_mP128_14_17e_13e_e_e:C-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
ABABIQ,"6-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinolin-7-yl)octahydro-1H-pyrrolo[3,4-b]pyridin-1-ium chloride monohydrate",A21BCD27E3F5_aP116_1_42a_2a_2a_54a_6a_10a:C-Cl-F-H-N-O
